Epoch	Stage	Loss	Sensitivity	Specificity	AUC - promoter	AUC - nonpromoter active	AUC - nonpromoter inactive	AUC - random
302	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
302	valid	1.12, 1.25, 1.19, 1.04	0.85, 0.57, 0.71, 1.00	0.86, 0.96, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.88	1.00, 1.00, 1.00, 1.00
303	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
303	valid	1.12, 1.26, 1.18, 1.04	0.85, 0.55, 0.72, 1.00	0.86, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.79, 0.79, 0.77, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
304	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
304	valid	1.11, 1.27, 1.19, 1.04	0.86, 0.53, 0.70, 1.00	0.84, 0.96, 0.89, 1.00	0.91, 0.88, 0.90, 0.95	0.78, 0.78, 0.76, 0.80	0.83, 0.78, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
305	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
305	valid	1.11, 1.28, 1.18, 1.04	0.86, 0.51, 0.71, 1.00	0.84, 0.97, 0.88, 1.00	0.91, 0.88, 0.90, 0.95	0.78, 0.78, 0.76, 0.79	0.84, 0.78, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
306	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
306	valid	1.11, 1.26, 1.18, 1.04	0.85, 0.54, 0.71, 1.00	0.86, 0.96, 0.88, 1.00	0.91, 0.88, 0.89, 0.94	0.79, 0.79, 0.76, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
307	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
307	valid	1.12, 1.27, 1.18, 1.04	0.85, 0.53, 0.73, 1.00	0.87, 0.96, 0.87, 1.00	0.90, 0.88, 0.89, 0.94	0.78, 0.78, 0.76, 0.80	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
308	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
308	valid	1.12, 1.25, 1.18, 1.04	0.84, 0.58, 0.72, 1.00	0.87, 0.95, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
309	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
309	valid	1.11, 1.26, 1.19, 1.04	0.85, 0.55, 0.71, 1.00	0.86, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.79, 0.79, 0.76, 0.81	0.84, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
310	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
310	valid	1.11, 1.26, 1.19, 1.04	0.85, 0.56, 0.71, 1.00	0.86, 0.96, 0.89, 1.00	0.91, 0.88, 0.89, 0.94	0.80, 0.79, 0.77, 0.82	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
311	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
311	valid	1.11, 1.26, 1.19, 1.04	0.85, 0.56, 0.71, 1.00	0.86, 0.96, 0.89, 1.00	0.91, 0.88, 0.89, 0.94	0.79, 0.79, 0.77, 0.81	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
312	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
312	valid	1.12, 1.26, 1.18, 1.04	0.85, 0.56, 0.72, 1.00	0.86, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.79, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
313	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
313	valid	1.12, 1.26, 1.18, 1.04	0.85, 0.54, 0.73, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.79, 0.79, 0.76, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
314	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
314	valid	1.12, 1.23, 1.19, 1.04	0.84, 0.61, 0.71, 1.00	0.88, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.93	0.81, 0.81, 0.78, 0.84	0.84, 0.79, 0.84, 0.88	1.00, 1.00, 1.00, 1.00
315	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
315	valid	1.12, 1.24, 1.19, 1.04	0.84, 0.60, 0.70, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.81, 0.81, 0.78, 0.83	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
316	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
316	valid	1.12, 1.26, 1.18, 1.04	0.85, 0.56, 0.72, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.79, 0.79, 0.77, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
317	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
317	valid	1.11, 1.26, 1.19, 1.04	0.86, 0.54, 0.70, 1.00	0.85, 0.96, 0.89, 1.00	0.91, 0.89, 0.90, 0.95	0.79, 0.79, 0.76, 0.81	0.83, 0.78, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
318	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
318	valid	1.12, 1.25, 1.18, 1.04	0.85, 0.57, 0.72, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.79, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
319	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
319	valid	1.12, 1.25, 1.18, 1.04	0.84, 0.58, 0.72, 1.00	0.87, 0.95, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.83	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
320	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
320	valid	1.12, 1.25, 1.19, 1.04	0.85, 0.58, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
321	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
321	valid	1.12, 1.23, 1.20, 1.04	0.85, 0.61, 0.69, 1.00	0.87, 0.95, 0.90, 1.00	0.90, 0.89, 0.89, 0.94	0.81, 0.81, 0.78, 0.84	0.83, 0.79, 0.83, 0.87	1.00, 1.00, 1.00, 1.00
322	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
322	valid	1.11, 1.26, 1.20, 1.04	0.87, 0.55, 0.69, 1.00	0.84, 0.96, 0.89, 1.00	0.91, 0.89, 0.90, 0.95	0.79, 0.79, 0.76, 0.81	0.83, 0.78, 0.83, 0.87	1.00, 1.00, 1.00, 1.00
323	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
323	valid	1.11, 1.25, 1.19, 1.04	0.86, 0.57, 0.69, 1.00	0.85, 0.96, 0.89, 1.00	0.91, 0.89, 0.90, 0.94	0.80, 0.80, 0.77, 0.82	0.83, 0.78, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
324	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
324	valid	1.12, 1.26, 1.18, 1.04	0.85, 0.56, 0.72, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.79, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
325	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
325	valid	1.11, 1.24, 1.20, 1.04	0.85, 0.59, 0.69, 1.00	0.86, 0.95, 0.90, 1.00	0.91, 0.89, 0.89, 0.94	0.81, 0.81, 0.78, 0.83	0.83, 0.79, 0.83, 0.87	1.00, 1.00, 1.00, 1.00
326	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
326	valid	1.12, 1.25, 1.18, 1.04	0.84, 0.57, 0.72, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
327	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
327	valid	1.12, 1.25, 1.19, 1.04	0.85, 0.58, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
328	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
328	valid	1.11, 1.25, 1.19, 1.04	0.86, 0.57, 0.69, 1.00	0.85, 0.96, 0.89, 1.00	0.91, 0.89, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.83, 0.78, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
329	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
329	valid	1.11, 1.26, 1.19, 1.04	0.86, 0.55, 0.69, 1.00	0.85, 0.96, 0.89, 1.00	0.91, 0.88, 0.90, 0.94	0.79, 0.79, 0.77, 0.81	0.83, 0.78, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
330	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
330	valid	1.12, 1.25, 1.18, 1.04	0.84, 0.58, 0.72, 1.00	0.87, 0.95, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
331	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
331	valid	1.11, 1.28, 1.18, 1.04	0.86, 0.52, 0.71, 1.00	0.85, 0.96, 0.88, 1.00	0.91, 0.88, 0.90, 0.94	0.78, 0.78, 0.76, 0.80	0.84, 0.78, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
332	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
332	valid	1.12, 1.25, 1.18, 1.04	0.85, 0.57, 0.72, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
333	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
333	valid	1.12, 1.25, 1.18, 1.04	0.84, 0.57, 0.72, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
334	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
334	valid	1.12, 1.24, 1.19, 1.04	0.85, 0.59, 0.70, 1.00	0.87, 0.95, 0.89, 1.00	0.91, 0.89, 0.89, 0.94	0.81, 0.80, 0.78, 0.83	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
335	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
335	valid	1.11, 1.26, 1.19, 1.04	0.86, 0.55, 0.70, 1.00	0.85, 0.96, 0.89, 1.00	0.91, 0.88, 0.90, 0.94	0.79, 0.79, 0.76, 0.81	0.83, 0.78, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
336	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
336	valid	1.12, 1.26, 1.18, 1.04	0.85, 0.55, 0.72, 1.00	0.86, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.79, 0.79, 0.77, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
337	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
337	valid	1.12, 1.25, 1.18, 1.04	0.84, 0.58, 0.72, 1.00	0.87, 0.95, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
338	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
338	valid	1.11, 1.27, 1.18, 1.04	0.85, 0.54, 0.72, 1.00	0.86, 0.96, 0.88, 1.00	0.91, 0.88, 0.89, 0.94	0.79, 0.78, 0.76, 0.80	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
339	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
339	valid	1.11, 1.25, 1.19, 1.04	0.85, 0.58, 0.70, 1.00	0.86, 0.95, 0.89, 1.00	0.91, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
340	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
340	valid	1.12, 1.25, 1.19, 1.04	0.85, 0.58, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
341	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
341	valid	1.12, 1.26, 1.18, 1.04	0.85, 0.56, 0.71, 1.00	0.86, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.79, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
342	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
342	valid	1.12, 1.26, 1.18, 1.04	0.85, 0.56, 0.72, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.79, 0.79, 0.77, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
343	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
343	valid	1.12, 1.24, 1.18, 1.04	0.84, 0.60, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.81, 0.81, 0.78, 0.83	0.84, 0.79, 0.84, 0.88	1.00, 1.00, 1.00, 1.00
344	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
344	valid	1.12, 1.26, 1.18, 1.04	0.85, 0.56, 0.71, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
345	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
345	valid	1.11, 1.26, 1.19, 1.04	0.86, 0.56, 0.70, 1.00	0.85, 0.96, 0.89, 1.00	0.91, 0.89, 0.90, 0.94	0.79, 0.79, 0.77, 0.81	0.83, 0.78, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
346	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
346	valid	1.12, 1.24, 1.18, 1.04	0.84, 0.59, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.81, 0.81, 0.78, 0.83	0.84, 0.79, 0.84, 0.88	1.00, 1.00, 1.00, 1.00
347	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
347	valid	1.12, 1.24, 1.18, 1.04	0.84, 0.59, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.83	0.84, 0.79, 0.84, 0.88	1.00, 1.00, 1.00, 1.00
348	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
348	valid	1.12, 1.24, 1.19, 1.04	0.84, 0.60, 0.70, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.81, 0.81, 0.78, 0.83	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
349	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
349	valid	1.12, 1.25, 1.18, 1.04	0.83, 0.58, 0.73, 1.00	0.88, 0.95, 0.88, 1.00	0.90, 0.88, 0.89, 0.93	0.80, 0.80, 0.78, 0.83	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
350	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
350	valid	1.12, 1.26, 1.19, 1.04	0.85, 0.56, 0.71, 1.00	0.86, 0.96, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.79, 0.77, 0.82	0.84, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
351	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
351	valid	1.12, 1.25, 1.19, 1.04	0.85, 0.57, 0.71, 1.00	0.86, 0.96, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
352	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
